parent_db,parent_sseqid,parent_name,parent_type,parent_length,nested_db,nested_sseqid,nested_name,nested_type,nested_strand,nested_start,nested_end,nested_length,nested_subject_length,nested_subject_start,nested_subject_end,percent_identity,percent_match,evalue,fragment
snapgene,WPRE,WPRE,misc_feature,404,swissprot,P11292,P,CDS,1,0,402,402,1668,1006,1407,97.8,24.100719424460436,4.0200000000000004e-110,True
snapgene,WPRE_(2),WPRE,misc_feature,589,swissprot,P11292,P,CDS,1,0,588,588,1668,1006,1593,98.5,35.25179856115108,8.63e-170,True
snapgene,WPRE_(3),WPRE,misc_feature,589,swissprot,P11292,P,CDS,1,0,588,588,1668,1006,1593,97.4,35.25179856115108,1.12e-167,True
snapgene,argU,argU,tRNA,77,Rfam,RF00005,tRNA,ncRNA,1,0,74,74,71,1,71,99.0,95.77464788732395,1e-16,False
snapgene,attL1,attL1,protein_bind,99,snapgene,NOS_promoter_(2),NOS promoter,promoter,-1,21,34,13,180,114,102,100.0,7.2222222222222285,0.99,True
snapgene,attL3,attL3,protein_bind,96,snapgene,NOS_promoter_(2),NOS promoter,promoter,-1,20,33,13,180,114,102,100.0,7.2222222222222285,0.95,True
snapgene,attL4,attL4,protein_bind,96,snapgene,NOS_promoter_(2),NOS promoter,promoter,-1,20,33,13,180,114,102,100.0,7.2222222222222285,0.95,True
snapgene,attL5,attL5,protein_bind,96,snapgene,NOS_promoter_(2),NOS promoter,promoter,-1,20,33,13,180,114,102,100.0,7.2222222222222285,0.95,True
snapgene,attL6,attL6,protein_bind,96,snapgene,NOS_promoter_(2),NOS promoter,promoter,-1,20,33,13,180,114,102,100.0,7.2222222222222285,0.95,True
snapgene,bGH_poly(A)_signal,bGH poly(A) signal,polyA_signal,208,snapgene,3'_CeU6,3' CeU6,misc_feature,-1,84,98,14,237,159,146,100.0,5.907172995780584,0.56,True
snapgene,bGH_poly(A)_signal_(2),bGH poly(A) signal,polyA_signal,225,snapgene,3'_CeU6,3' CeU6,misc_feature,-1,84,98,14,237,159,146,100.0,5.907172995780584,0.61,True
snapgene,bGH_poly(A)_signal_(3),bGH poly(A) signal,polyA_signal,112,snapgene,3'_CeU6,3' CeU6,misc_feature,-1,84,98,14,237,159,146,100.0,5.907172995780584,0.29,True
snapgene,bacterial_terminator,bacterial terminator,terminator,44,snapgene,hsp70_promoter_(2),hsp70 promoter,promoter,1,12,25,13,239,75,87,100.0,5.439330543933053,0.37,True
snapgene,baculovirus_recombination_region_(ORF1629),baculovirus recombination region (ORF1629),misc_recomb,1358,snapgene,polyhedrin_3'_UTR,polyhedrin 3' UTR,3'UTR,1,0,360,360,373,14,373,100.0,96.51474530831099,0.0,False
snapgene,baculovirus_recombination_region_(ORF1629),baculovirus recombination region (ORF1629),misc_recomb,1358,snapgene,ORF1629,ORF1629,CDS,1,16,1358,1342,1342,1,1342,100.0,100.0,0.0,False
snapgene,baculovirus_recombination_region_(ORF1629)_(2),baculovirus recombination region (ORF1629),misc_recomb,1459,swissprot,P04871,PH,CDS,1,1,85,84,735,652,735,100.0,11.42857142857143,1.28e-12,True
snapgene,baculovirus_recombination_region_(ORF1629)_(2),baculovirus recombination region (ORF1629),misc_recomb,1459,snapgene,polyhedrin_3'_UTR,polyhedrin 3' UTR,3'UTR,1,88,461,373,373,1,373,100.0,100.0,0.0,False
snapgene,baculovirus_recombination_region_(ORF1629)_(2),baculovirus recombination region (ORF1629),misc_recomb,1459,snapgene,ORF1629,ORF1629,CDS,1,117,1459,1342,1342,1,1342,100.0,100.0,0.0,False
snapgene,baculovirus_recombination_region_(ORF1629)_(3),baculovirus recombination region (ORF1629),misc_recomb,706,swissprot,P04871,PH,CDS,1,1,85,84,735,652,735,100.0,11.42857142857143,3.51e-13,True
snapgene,baculovirus_recombination_region_(ORF1629)_(3),baculovirus recombination region (ORF1629),misc_recomb,706,snapgene,polyhedrin_3'_UTR,polyhedrin 3' UTR,3'UTR,1,88,461,373,373,1,373,100.0,100.0,0.0,False
snapgene,baculovirus_recombination_region_(ORF1629)_(3),baculovirus recombination region (ORF1629),misc_recomb,706,snapgene,ORF1629_(2),ORF1629,CDS,1,117,706,589,589,1,589,100.0,100.0,0.0,False
snapgene,baculovirus_recombination_region_(ORF603),baculovirus recombination region (ORF603),misc_recomb,588,snapgene,ORF603_(2),ORF603,CDS,1,0,528,528,528,1,528,100.0,100.0,0.0,False
snapgene,baculovirus_recombination_region_(lef2___ORF603),baculovirus recombination region (lef2/ORF603),misc_recomb,828,snapgene,lef2,lef2,CDS,1,0,125,125,125,1,125,100.0,100.0,1.36e-66,False
snapgene,baculovirus_recombination_region_(lef2___ORF603),baculovirus recombination region (lef2/ORF603),misc_recomb,828,snapgene,ORF603,ORF603,CDS,1,162,768,606,606,1,606,100.0,100.0,0.0,False
snapgene,basic_protein_promoter,basic protein promoter,promoter,325,swissprot,P25695,ORF101,CDS,1,2,281,279,1083,805,1083,100.0,25.76177285318559,2.08e-79,True
snapgene,bidirectional_TRE_promoter,bidirectional TRE promoter,promoter,388,swissprot,P16836,UL126,CDS,-1,0,57,57,402,133,189,94.7,14.179104477611943,5.81e-06,True
snapgene,bidirectional_TRE_promoter,bidirectional TRE promoter,promoter,388,swissprot,P16836,UL126,CDS,1,325,388,63,402,127,189,95.2,15.671641791044777,1.17e-07,True
snapgene,bleMX6,bleMX6,gene,922,swissprot,Q75BD5,MRL1,CDS,1,0,57,57,819,763,819,100.0,6.959706959706963,2.17e-05,True
snapgene,bleMX6,bleMX6,gene,922,snapgene,TEF_promoter,TEF promoter,promoter,1,0,344,344,344,1,344,100.0,100.0,0.0,False
snapgene,bleMX6,bleMX6,gene,922,snapgene,BleoR,BleoR,CDS,1,344,719,375,375,1,375,100.0,100.0,0.0,False
snapgene,bleMX6,bleMX6,gene,922,snapgene,TEF_terminator,TEF terminator,terminator,1,724,922,198,198,1,198,100.0,100.0,4.14e-110,False
snapgene,cPPT___CTS,cPPT/CTS,misc_feature,118,swissprot,P04586,gag-pol,CDS,1,1,118,117,444,133,249,97.4,26.351351351351354,8.920000000000001e-27,True
snapgene,cPPT___CTS_(2),cPPT/CTS,misc_feature,116,swissprot,P04586,gag-pol,CDS,1,0,114,114,444,133,246,97.4,25.675675675675677,1.09e-25,True
snapgene,capTEV(TM),capTEV™,CDS,285,snapgene,cat1_intron_(2),cat1 intron,intron,-1,4,18,14,190,182,169,100.0,7.368421052631575,0.79,True
snapgene,capTEV(TM)_(2),capTEV™,CDS,303,snapgene,cat1_intron_(2),cat1 intron,intron,-1,289,303,14,190,182,169,100.0,7.368421052631575,0.84,True
snapgene,cat_promoter,cat promoter,promoter,91,snapgene,PDK_intron_(2),PDK intron,intron,1,10,91,81,1597,248,328,100.0,5.072010018785221,2.36e-41,True
snapgene,cat_promoter_(2),cat promoter,promoter,103,snapgene,PDK_intron_(2),PDK intron,intron,1,10,103,93,1597,248,340,100.0,5.823418910457107,1.8799999999999998e-48,True
snapgene,cat1_intron,cat1 intron,intron,190,snapgene,GUSPlus(TM),GUSPlus™,CDS,1,0,183,183,2023,16,198,98.907,9.045971329708351,4.2800000000000003e-97,True
snapgene,cer_region,cer region,misc_feature,284,snapgene,pMag,pMag,CDS,1,38,53,15,450,238,252,100.0,3.3333333333333286,0.2,True
snapgene,cer_region,cer region,misc_feature,284,swissprot,D5LN76,ipaJ,CDS,1,123,240,117,837,1,117,89.7,13.978494623655905,1.61e-20,True
snapgene,chicken_beta_actin_promoter,chicken β-actin promoter,promoter,257,snapgene,hybrid_intron,hybrid intron,intron,-1,206,221,15,228,52,38,100.0,6.578947368421055,0.18,True
snapgene,chicken_beta_actin_promoter_(2),chicken β-actin promoter,promoter,278,snapgene,hybrid_intron,hybrid intron,intron,-1,227,242,15,228,52,38,100.0,6.578947368421055,0.19,True
snapgene,chimeric_intron,chimeric intron,intron,1018,snapgene,chicken_beta_actin_promoter,chicken β-actin promoter,promoter,-1,38,53,15,257,221,207,100.0,5.836575875486375,0.73,True
snapgene,chimeric_intron_(3),chimeric intron,intron,230,swissprot,P03261,POL,CDS,-1,1,157,156,3594,2548,2703,100.0,4.340567612687806,6.74e-36,True
snapgene,chimeric_intron_(4),chimeric intron,intron,133,snapgene,IgH_signal_sequence_(2),IgH signal sequence,CDS,1,104,133,29,139,100,128,100.0,20.863309352517987,3.9e-10,True
snapgene,chimeric_intron_(4),chimeric intron,intron,133,snapgene,IgH_signal_sequence,IgH signal sequence,sig_peptide,1,104,133,29,139,100,128,100.0,20.863309352517987,3.9e-10,True
snapgene,dKeima_Red,dKeima-Red,CDS,669,snapgene,hsp70_promoter,hsp70 promoter,promoter,-1,18,33,15,453,45,31,100.0,3.3112582781457007,0.48,True
snapgene,dKeima570,dKeima570,CDS,669,snapgene,hsp70_promoter,hsp70 promoter,promoter,-1,18,33,15,453,45,31,100.0,3.3112582781457007,0.48,True
snapgene,dU6_1_promoter,dU6-1 promoter,promoter,797,Rfam,RF00005,tRNA,ncRNA,1,10,82,72,71,1,71,99.0,98.59154929577466,1.7e-12,False
snapgene,dU6_1_promoter,dU6-1 promoter,promoter,797,snapgene,H2B,H2B,CDS,-1,350,366,16,381,180,165,100.0,4.199475065616795,0.14,True
snapgene,dU6_1_promoter,dU6-1 promoter,promoter,797,swissprot,Q8IYJ3,SYTL1,CDS,1,464,623,159,1686,904,1056,50.9,9.430604982206404,2.29e-08,True
snapgene,dU6_2_promoter,dU6-2 promoter,promoter,400,snapgene,phage_Phi_80_attP,phage Φ80 attP,protein_bind,-1,112,127,15,318,118,104,100.0,4.716981132075475,0.28,True
snapgene,dsbA_promoter,dsbA promoter,promoter,232,swissprot,P0C0K3,srkA,CDS,1,0,213,213,984,772,984,100.0,21.64634146341463,1.4300000000000001e-59,True
snapgene,fd_terminator,fd terminator,terminator,49,snapgene,GAL10_promoter,GAL10 promoter,promoter,1,30,43,13,331,13,25,100.0,3.9274924471299073,0.43,True
snapgene,fd_terminator_(2),fd terminator,terminator,40,snapgene,GAL10_promoter,GAL10 promoter,promoter,1,27,40,13,331,13,25,100.0,3.9274924471299073,0.32,True
snapgene,gag_pol,gag-pol,CDS,5217,Rfam,RF01073,GP knot1,ncRNA,1,1614,1676,62,62,1,62,100.0,100.0,2.7e-18,False
snapgene,gag_pol,gag-pol,CDS,5217,snapgene,pol_region,pol region,misc_feature,1,4779,5154,375,375,1,375,100.0,100.0,0.0,False
snapgene,gpdA_promoter,gpdA promoter,promoter,2129,swissprot,P38264,PHO88,CDS,1,314,515,201,564,364,564,55.1,35.63829787234042,1.01e-14,True
snapgene,gpdA_promoter,gpdA promoter,promoter,2129,snapgene,PGK1_terminator,PGK1 terminator,terminator,1,2106,2122,16,271,33,48,100.0,5.904059040590411,0.39,True
snapgene,hGH_poly(A)_signal,hGH poly(A) signal,polyA_signal,477,swissprot,Q96MD7,C9orf85,CDS,1,212,386,174,537,346,519,75.9,32.4022346368715,4.43e-25,True
snapgene,hGH_poly(A)_signal,hGH poly(A) signal,polyA_signal,477,snapgene,GFP11x7,GFP11x7,CDS,1,433,448,15,426,36,50,100.0,3.5211267605633765,0.34,True
snapgene,hGH_poly(A)_signal_(2),hGH poly(A) signal,polyA_signal,623,swissprot,Q96MD7,C9orf85,CDS,1,212,386,174,537,346,519,75.9,32.4022346368715,2.2899999999999998e-24,True
snapgene,hGH_poly(A)_signal_(2),hGH poly(A) signal,polyA_signal,623,snapgene,GFP11x7,GFP11x7,CDS,1,433,448,15,426,36,50,100.0,3.5211267605633765,0.45,True
snapgene,hphMX6,hphMX6,gene,1576,swissprot,Q75BD5,MRL1,CDS,1,0,57,57,819,763,819,100.0,6.959706959706963,4.4e-05,True
snapgene,hphMX6,hphMX6,gene,1576,snapgene,TEF_promoter,TEF promoter,promoter,1,0,344,344,344,1,344,100.0,100.0,0.0,False
snapgene,hphMX6,hphMX6,gene,1576,snapgene,HygR_(3),HygR,CDS,1,350,1372,1022,1026,4,1025,100.0,99.61013645224172,0.0,True
snapgene,hphMX6,hphMX6,gene,1576,snapgene,TEF_terminator,TEF terminator,terminator,1,1378,1576,198,198,1,198,100.0,100.0,7.13e-110,False
snapgene,hsp70_poly(A)_(2),hsp70 poly(A),polyA_signal,873,swissprot,Q01872,Kr,CDS,-1,778,841,63,138,1,63,61.9,45.65217391304348,0.000942,True
snapgene,hybrid_intron,hybrid intron,intron,228,snapgene,chicken_beta_actin_promoter,chicken β-actin promoter,promoter,-1,37,52,15,257,221,207,100.0,5.836575875486375,0.16,True
snapgene,ileX,ileX,tRNA,76,Rfam,RF00005,tRNA,ncRNA,1,0,73,73,71,1,71,99.0,97.1830985915493,5.1e-17,False
snapgene,ileX,ileX,tRNA,76,snapgene,phage_186_attP,phage 186 attP,protein_bind,-1,30,76,46,215,72,27,100.0,21.395348837209298,1.47e-20,True
snapgene,incC,incC,misc_feature,251,snapgene,ori2,ori2,rep_origin,-1,54,74,20,220,214,195,95.0,9.090909090909093,0.044,True
snapgene,kanMX,kanMX,gene,1357,swissprot,Q75BD5,MRL1,CDS,1,0,57,57,819,763,819,100.0,6.959706959706963,3.65e-05,True
snapgene,kanMX,kanMX,gene,1357,snapgene,TEF_promoter,TEF promoter,promoter,1,0,344,344,344,1,344,100.0,100.0,0.0,False
snapgene,kanMX,kanMX,gene,1357,snapgene,KanR_(4),KanR,CDS,1,344,1154,810,810,1,810,100.0,100.0,0.0,False
snapgene,kanMX,kanMX,gene,1357,snapgene,TEF_terminator,TEF terminator,terminator,1,1159,1357,198,198,1,198,100.0,100.0,6.13e-110,False
snapgene,lac_operator,lac operator,protein_bind,25,snapgene,T5_promoter,T5 promoter,promoter,1,4,23,19,45,21,39,100.0,42.22222222222222,3.92e-05,True
snapgene,lambda_t0_terminator,lambda t0 terminator,terminator,95,swissprot,P03042,cII,CDS,-1,32,95,63,291,229,291,100.0,21.64948453608247,4.2e-11,True
snapgene,large_T_antigen,large T antigen,CDS,2473,snapgene,large_T_intron,large T intron,intron,1,246,592,346,346,1,346,100.0,100.0,0.0,False
snapgene,large_T_intron,large T intron,intron,346,snapgene,small_t_antigen,small t antigen,CDS,1,0,279,279,525,247,525,100.0,53.142857142857146,7e-159,True
snapgene,mAzami_Green,mAzami-Green,CDS,681,snapgene,HA_L_(3),HA-L,misc_feature,-1,78,95,17,502,141,125,100.0,3.3864541832669346,0.031,True
snapgene,mCMV_promoter,mCMV promoter,promoter,537,snapgene,CMV_enhancer,CMV enhancer,enhancer,1,109,128,19,286,78,96,100.0,6.64335664335664,0.002,True
snapgene,mCMV_promoter,mCMV promoter,promoter,537,snapgene,CMV_enhancer,CMV enhancer,enhancer,1,264,281,17,286,91,107,100.0,5.944055944055947,0.024,True
snapgene,mEF_1_alpha_promoter,mEF-1α promoter,promoter,1344,snapgene,mEF_1_alpha_intron,mEF-1α intron,intron,1,364,1312,948,948,1,948,100.0,100.0,0.0,False
snapgene,mIFP,mIFP,CDS,960,snapgene,dsbA_promoter,dsbA promoter,promoter,1,472,489,17,232,129,145,100.0,7.327586206896555,0.044,True
snapgene,mKeima_Red,mKeima-Red,CDS,669,snapgene,hsp70_promoter,hsp70 promoter,promoter,-1,18,33,15,453,45,31,100.0,3.3112582781457007,0.48,True
snapgene,melittin_signal_sequence,melittin signal sequence,sig_peptide,63,snapgene,ADE2_promoter,ADE2 promoter,promoter,1,41,54,13,376,135,147,100.0,3.457446808510639,0.57,True
snapgene,mini_oriP,mini-oriP,rep_origin,1114,snapgene,Mhc_intron,Mhc intron,intron,-1,1056,1071,15,67,51,37,100.0,22.388059701492537,0.8,True
snapgene,mini_white_(3),mini-white,gene,4137,snapgene,mini_white_(4),mini-white,CDS,1,479,3369,2890,2890,1,2890,100.0,100.0,0.0,False
snapgene,nMagHigh1,nMagHigh1,CDS,450,snapgene,cer_region,cer region,misc_feature,1,237,252,15,284,39,53,100.0,5.281690140845072,0.32,True
snapgene,natMX6,natMX6,gene,1123,swissprot,Q75BD5,MRL1,CDS,1,0,57,57,819,763,819,100.0,6.959706959706963,2.85e-05,True
snapgene,natMX6,natMX6,gene,1123,snapgene,TEF_promoter,TEF promoter,promoter,1,0,344,344,344,1,344,100.0,100.0,0.0,False
snapgene,natMX6,natMX6,gene,1123,snapgene,NrsR,NrsR,CDS,1,350,918,568,570,4,568,98.415,99.64912280701755,0.0,True
snapgene,natMX6,natMX6,gene,1123,snapgene,TEF_terminator,TEF terminator,terminator,1,925,1123,198,198,1,198,100.0,100.0,5.0600000000000004e-110,False
snapgene,nmt1_P41_promoter,nmt1 P41 promoter,promoter,1161,snapgene,MNase,MNase,CDS,-1,370,385,15,447,411,397,100.0,3.3557046979865817,0.84,True
snapgene,nmt1_P81_promoter,nmt1 P81 promoter,promoter,1158,snapgene,MNase,MNase,CDS,-1,370,385,15,447,411,397,100.0,3.3557046979865817,0.84,True
snapgene,nmt1_promoter,nmt1 promoter,promoter,1165,snapgene,MNase,MNase,CDS,-1,370,385,15,447,411,397,100.0,3.3557046979865817,0.84,True
snapgene,ori,ori,rep_origin,589,Rfam,RF00106,RNAI,ncRNA,-1,40,145,105,102,1,102,93.0,97.05882352941177,1.2e-13,False
snapgene,ori2,ori2,rep_origin,220,snapgene,ADH1_terminator_(2),ADH1 terminator,terminator,-1,39,53,14,166,55,42,100.0,8.433734939759034,0.6,True
snapgene,ori2,ori2,rep_origin,220,snapgene,incC,incC,misc_feature,-1,194,214,20,251,74,55,95.0,7.968127490039848,0.038,True
snapgene,oriT,oriT,oriT,110,Rfam,RF01760,traJ-II,ncRNA,1,0,104,104,104,1,104,100.0,100.0,2.1e-24,False
snapgene,oriV,oriV,rep_origin,712,swissprot,P03849,YPK6_ECOLX,CDS,-1,292,478,186,186,1,186,98.4,100.0,1.73e-33,False
snapgene,oriV_(2),oriV,rep_origin,632,swissprot,P03849,YPK6_ECOLX,CDS,-1,282,468,186,186,1,186,98.4,100.0,7.6399999999999995e-34,False
snapgene,oriV_(3),oriV,rep_origin,615,swissprot,P03849,YPK6_ECOLX,CDS,-1,273,459,186,186,1,186,98.4,100.0,6.44e-34,False
snapgene,oriV_(4),oriV,rep_origin,532,swissprot,P03849,YPK6_ECOLX,CDS,-1,182,368,186,186,1,186,98.4,100.0,2.07e-34,False
snapgene,p15A_ori,p15A ori,rep_origin,546,Rfam,RF00106,RNAI,ncRNA,-1,41,142,101,102,1,102,100.0,99.01960784313727,3.3e-19,False
snapgene,p53,p53,CDS,1182,snapgene,MESV_Psi,MESV Ψ,misc_feature,1,813,828,15,342,40,54,100.0,4.3859649122806985,0.85,True
snapgene,p6.9_promoter,p6.9 promoter,promoter,316,swissprot,P25695,ORF101,CDS,1,2,281,279,1083,805,1083,100.0,25.76177285318559,1.6400000000000003e-79,True
snapgene,pMag,pMag,CDS,450,snapgene,cer_region,cer region,misc_feature,1,237,252,15,284,39,53,100.0,5.281690140845072,0.32,True
snapgene,pMagFast2,pMagFast2,CDS,450,snapgene,cer_region,cer region,misc_feature,1,237,252,15,284,39,53,100.0,5.281690140845072,0.32,True
snapgene,pRi_replicator_region,pRi replicator region,misc_feature,4636,swissprot,P05682,repA,CDS,1,322,1534,1212,1212,1,1212,100.0,100.0,0.0,False
snapgene,pRi_replicator_region,pRi replicator region,misc_feature,4636,swissprot,P05683,repB,CDS,1,1617,2553,936,936,1,936,100.0,100.0,2.75e-256,False
snapgene,pRi_replicator_region,pRi replicator region,misc_feature,4636,Rfam,RF00489,ctRNA p42d,ncRNA,-1,2559,2606,47,46,1,46,100.0,97.82608695652173,6e-15,False
snapgene,pRi_replicator_region,pRi replicator region,misc_feature,4636,Rfam,RF00490,S-element,ncRNA,1,2646,2714,68,67,1,67,100.0,98.50746268656717,4e-13,False
snapgene,pRi_replicator_region,pRi replicator region,misc_feature,4636,swissprot,P05684,repC,CDS,1,2708,3923,1215,1215,1,1215,100.0,100.0,0.0,False
snapgene,pSC101_ori,pSC101 ori,rep_origin,223,snapgene,URA3_promoter_(5),URA3 promoter,promoter,1,36,50,14,211,16,29,100.0,6.63507109004739,0.61,True
snapgene,patMX4,patMX4,gene,1100,swissprot,Q75BD5,MRL1,CDS,1,0,57,57,819,763,819,100.0,6.959706959706963,2.77e-05,True
snapgene,patMX4,patMX4,gene,1100,snapgene,TEF_promoter,TEF promoter,promoter,1,0,344,344,344,1,344,100.0,100.0,0.0,False
snapgene,patMX4,patMX4,gene,1100,snapgene,BlpR_(2),BlpR,CDS,1,396,852,456,456,1,456,100.0,100.0,0.0,False
snapgene,patMX4,patMX4,gene,1100,snapgene,chicken_beta_actin_promoter_(2),chicken β-actin promoter,promoter,-1,858,874,16,278,149,134,100.0,5.755395683453244,0.2,True
snapgene,patMX4,patMX4,gene,1100,snapgene,TEF_terminator,TEF terminator,terminator,1,902,1100,198,198,1,198,100.0,100.0,4.96e-110,False
snapgene,pause_site,pause site,misc_feature,92,snapgene,5'_LTR_(truncated)_(3),5' LTR (truncated),LTR,-1,22,35,13,269,247,235,100.0,4.832713754646846,0.91,True
snapgene,pcoCas9,pcoCas9,CDS,4293,snapgene,IV2_intron,IV2 intron,intron,1,1440,1629,189,189,1,189,100.0,100.0,4.5799999999999995e-104,False
snapgene,pcoCas9,pcoCas9,CDS,4293,snapgene,GAP_promoter,GAP promoter,promoter,1,3834,3850,16,477,199,214,100.0,3.35429769392033,0.79,True
snapgene,phage_186_attP,phage 186 attP,protein_bind,215,snapgene,ileX,ileX,tRNA,-1,26,72,46,76,76,31,100.0,60.526315789473685,4.67e-20,True
snapgene,phage_Phi_80_attP,phage Φ80 attP,protein_bind,318,snapgene,dU6_2_promoter,dU6-2 promoter,promoter,-1,103,118,15,400,127,113,100.0,3.75,0.22,True
snapgene,phage_phi_21_attP,phage φ21 attP,protein_bind,500,swissprot,P08200,icd,CDS,-1,116,281,165,1248,1084,1248,92.7,13.22115384615384,2.33e-34,True
snapgene,pol_region,pol region,misc_feature,375,swissprot,P10400,Pol,CDS,1,78,369,291,360,1,294,84.7,80.83333333333333,1.1600000000000001e-70,True
snapgene,poly(A)_signal_(2),poly(A) signal,polyA_signal,49,snapgene,capTEV(TM),capTEV™,CDS,1,8,21,13,285,26,38,100.0,4.561403508771932,0.43,True
snapgene,poly(A)_signal_(3),poly(A) signal,polyA_signal,49,snapgene,capTEV(TM),capTEV™,CDS,1,8,21,13,285,26,38,100.0,4.561403508771932,0.43,True
snapgene,polyhedrin_3'_UTR,polyhedrin 3' UTR,3'UTR,373,snapgene,ORF1629_(2),ORF1629,CDS,1,29,373,344,589,1,344,100.0,58.40407470288624,0.0,True
snapgene,polyhedrin_5'_UTR,polyhedrin 5' UTR,5'UTR,46,snapgene,pSC101_ori,pSC101 ori,rep_origin,1,4,17,13,223,39,51,100.0,5.829596412556057,0.39,True
snapgene,polyhedrin_5'_UTR,polyhedrin 5' UTR,5'UTR,46,snapgene,AmpR_promoter_(5),AmpR promoter,promoter,-1,26,39,13,92,17,5,100.0,14.130434782608688,0.39,True
snapgene,polyhedrin_promoter,polyhedrin promoter,promoter,92,snapgene,polyhedrin_3'_UTR,polyhedrin 3' UTR,3'UTR,1,66,79,13,373,336,348,100.0,3.4852546916890077,0.91,True
snapgene,ptrA,ptrA,gene,2008,snapgene,ptrA_(2),ptrA,CDS,1,722,1764,1042,1042,1,1042,100.0,100.0,0.0,False
snapgene,repB,repB,CDS,1005,snapgene,dU6_3_promoter,dU6-3 promoter,promoter,-1,691,706,15,421,86,72,100.0,3.5629453681710146,0.73,True
snapgene,rrnG_antiterminator,rrnG antiterminator,misc_feature,70,snapgene,chicken_beta_actin_promoter,chicken β-actin promoter,promoter,1,11,24,13,257,234,246,100.0,5.05836575875486,0.65,True
snapgene,rrnG_terminator,rrnG terminator,terminator,137,swissprot,P0DSG1,yfiS,CDS,-1,45,105,60,60,1,60,100.0,100.0,3.35e-11,False
snapgene,small_t_antigen,small t antigen,CDS,525,snapgene,large_T_intron,large T intron,intron,1,246,525,279,346,1,279,100.0,80.63583815028902,1.07e-158,True
snapgene,soxR_terminator,soxR terminator,terminator,37,snapgene,RSF1010_oriV,RSF1010 oriV,rep_origin,1,12,25,13,395,218,230,100.0,3.2911392405063253,0.29,True
snapgene,supF,supF,tRNA,180,Rfam,RF00005,tRNA,ncRNA,1,75,157,82,71,1,71,98.0,84.50704225352112,6.4e-11,False
snapgene,tPA_signal___pro_sequence,tPA signal/pro sequence,sig_peptide,96,snapgene,Mecp2_promoter,Mecp2 promoter,promoter,-1,26,40,14,229,169,156,100.0,6.113537117903931,0.24,True
snapgene,tbb_2_terminator,tbb-2 terminator,terminator,324,snapgene,T5_promoter,T5 promoter,promoter,1,72,86,14,45,9,22,100.0,31.111111111111114,0.9,True
snapgene,tet_promoter,tet promoter,promoter,29,snapgene,MCS_(7),MCS,misc_feature,-1,13,25,12,108,78,67,100.0,11.111111111111114,0.77,True
snapgene,tetA_promoter,tetA promoter,promoter,35,snapgene,tet_operator_(2),tet operator,protein_bind,1,5,24,19,19,1,19,100.0,100.0,6.94e-05,False
snapgene,tetR___tetA_promoters,tetR/tetA promoters,promoter,56,snapgene,tet_operator_(2),tet operator,protein_bind,1,6,25,19,19,1,19,100.0,100.0,0.00013,False
snapgene,tetR___tetA_promoters,tetR/tetA promoters,promoter,56,snapgene,tetracycline_response_element,tetracycline response element,protein_bind,1,28,56,28,271,35,62,100.0,10.332103321033216,5.52e-10,True
snapgene,tetracycline_response_element,tetracycline response element,protein_bind,271,snapgene,tight_TRE_promoter,tight TRE promoter,promoter,1,0,20,20,315,223,242,100.0,6.349206349206355,0.000196,True
snapgene,tetracycline_response_element,tetracycline response element,protein_bind,271,snapgene,tetR___tetA_promoters,tetR/tetA promoters,promoter,1,34,62,28,56,29,56,100.0,50.0,3.29e-09,True
snapgene,tetracycline_response_element,tetracycline response element,protein_bind,271,snapgene,tetR___tetA_promoters,tetR/tetA promoters,promoter,1,76,104,28,56,29,56,100.0,50.0,3.29e-09,True
snapgene,tetracycline_response_element,tetracycline response element,protein_bind,271,snapgene,tetR___tetA_promoters,tetR/tetA promoters,promoter,1,118,146,28,56,29,56,100.0,50.0,3.29e-09,True
snapgene,tetracycline_response_element,tetracycline response element,protein_bind,271,snapgene,tetR___tetA_promoters,tetR/tetA promoters,promoter,1,160,188,28,56,29,56,100.0,50.0,3.29e-09,True
snapgene,tetracycline_response_element,tetracycline response element,protein_bind,271,snapgene,tetR___tetA_promoters,tetR/tetA promoters,promoter,1,202,230,28,56,29,56,100.0,50.0,3.29e-09,True
snapgene,tetracycline_response_element,tetracycline response element,protein_bind,271,snapgene,tetR___tetA_promoters,tetR/tetA promoters,promoter,1,244,271,27,56,29,55,100.0,48.214285714285715,1.3e-08,True
snapgene,tight_TRE_promoter,tight TRE promoter,promoter,315,swissprot,P16836,UL126,CDS,1,252,315,63,402,127,189,95.2,15.671641791044777,6.09e-08,True
snapgene,tracrRNA,tracrRNA,misc_RNA,79,snapgene,DR,DR,repeat_region,-1,3,23,20,36,28,9,100.0,55.55555555555556,5.03e-05,True
snapgene,trfA,trfA,CDS,1149,snapgene,LYS2_promoter,LYS2 promoter,promoter,-1,305,320,15,240,43,29,100.0,6.25,0.83,True
snapgene,trpC_terminator_(2),trpC terminator,terminator,763,swissprot,P00912,TRP1,CDS,1,55,142,87,672,583,669,65.5,12.94642857142857,1.43e-05,True
snapgene,beta_globin_intron,β-globin intron,intron,476,snapgene,SNR52_promoter,SNR52 promoter,promoter,1,16,32,16,269,52,67,100.0,5.94795539033457,0.086,True
snapgene,beta_globin_intron,β-globin intron,intron,476,snapgene,SA,SA,misc_feature,1,454,476,22,26,4,25,95.455,84.61538461538461,0.005,True
